locus_tag	gene	2hr_r1	2hr_r2	2hr_r3	2hr (Avg)
SL1344_2170	folE	62.28	9.15	0	23.81
SL1344_2171	yeiG	203.88	249.5	185.55	212.98
SL1344_2172		42.78	0	102.2	48.33
SL1344_2173		0	13.41	36.35	16.59
SL1344_2174		9.38	0	0	3.13
SL1344_2175		6.29	0	0	2.1
SL1344_2176	cirA	37.61	18.41	4.99	20.34
SL1344_2177	lysP	56.64	74.86	6.77	46.09
SL1344_2178	yeiE	19.28	35.39	11.52	22.06
SL1344_2179	yeiH	0	0	0	0
SL1344_2180	nfo	9.71	14.26	23.19	15.72
SL1344_2181	fruA	39.43	57.91	35.33	44.22
SL1344_2182	fruK	106.79	106.93	23.19	78.97
SL1344_2183	fruB	242.98	194.63	52.77	163.46
SL1344_2184	setB	7.05	5.17	0	4.07
SL1344_2185	STM2208	0	0	14.95	4.98
SL1344_2186	STM2209	0	0	0	0
SL1344_2187		32.76	0	0	10.92
SL1344_2188	yeiP	0	21.36	0	7.12
SL1344_2189	yeiR	16.88	74.35	30.24	40.49
SL1344_2190	yeiU	81	59.48	13.82	51.43
SL1344_2191	spr	465.47	662.18	260.63	462.76
SL1344_2192	rtn	26.74	35.34	0	20.69
SL1344_2193	yejA	13.83	13.54	22.02	16.46
SL1344_2194	yejB	45.63	11.17	27.25	28.02
SL1344_2195	yejE	40.59	29.8	77.57	49.32
SL1344_2196	yejF	15.71	19.22	43.78	26.24
SL1344_2197	yejG	894.91	621.57	346.7	621.06
STnc1340	STnc1340	513.6	0	0	171.2
SL1344_2198	bcr	6.99	10.27	0	5.75
SL1344_2199	rsuA	11.97	35.16	0	15.71
SL1344_2200	yejH	18.91	3.47	0	7.46
SL1344_2201	rplY	820.31	795.91	0	538.74
SL1344_2202		174.46	88.68	16.03	93.06
SL1344_2203	yejK	115.67	72.8	19.74	69.4
SL1344_2204	yejL	183.27	269.13	0	150.8
SL1344_2205	yejM	42.55	27.77	28.24	32.85
tRNA_24	tRNA_24	341.93	334.75	2450.64	1042.44
SL1344_2206		0	0	0	0
SL1344_2207		0	0	0	0
SL1344_2208	oafA	109.18	33.4	21.74	54.77
SL1344_2209		0	13.79	0	4.6
SL1344_2210		31.58	69.55	37.72	46.28
SL1344_2211		13.41	9.84	0	7.75
SL1344_2212		16.06	11.79	0	9.29
SL1344_2213		50.58	0	0	16.86
SL1344_2214		50.01	59.67	22.4	44.03
SL1344_2215		113.05	49.8	108.03	90.29
SL1344_2216		133.52	117.36	130.64	127.17
SL1344_2217	sspH2	293.07	307.27	149.97	250.1
SL1344_2218		0	0	0	0
SL1344_2219		80.49	44.32	0	41.6
IsrG	IsrG	0	43.48	0	14.49
SL1344_2220		0	0	0	0
SL1344_2221		251.23	303.83	158.88	237.98
SL1344_2222	narP	12.86	47.21	61.44	40.51
SL1344_2223	ccmH2	0	2.93	0	0.98
SL1344_2223A	ccmG2	14.94	0	0	4.98
SL1344_2223B	ccmF2	0	3.16	0	1.05
SL1344_2223C	ccmE2	0	0	0	0
SL1344_2223D	ccmD2	0	0	0	0
SL1344_2223E	ccmC2	0	0	0	0
SL1344_2223F	ccmB2	0	9.31	0	3.1
SL1344_2224	ccmA2	13.49	0	0	4.5
SL1344_2225	napC	0	10.15	0	3.38
SL1344_2226	napB	0	13.61	88.54	34.05
SL1344_2227	napH	76.6	7.03	34.31	39.31
SL1344_2228	napG	0	0	0	0
SL1344_2229	napA	3.35	4.91	0	2.75
SL1344_2230	napD	0	0	0	0
SL1344_2231	napF	0	12.44	0	4.15
SL1344_2232	eco	0	0	0	0
SL1344_2233	yojI	35.45	55.77	30.25	40.49
SL1344_2234	alkB	12.8	18.8	0	10.53
SL1344_2235	ada	15.68	5.76	0	7.15
SL1344_2236	apbE	0	0	0	0
SL1344_2237	ompC	790.77	738.4	718.71	749.29
MicF	MicF	180.88	199.21	108.03	162.71
SL1344_2238	yojN	62.35	16.02	3.72	27.36
SL1344_2239	rcsB	140.8	131.58	91.74	121.38
SL1344_2240	rcsC	35.08	47.22	10.48	30.93
SL1344_2241	gyrA	91.54	90.39	79.18	87.03
SL1344_2242		6.92	0	0	2.31
SL1344_2243		6.28	4.61	0	3.63
SL1344_2244		0	0	0	0
SL1344_2245	ubiG	57.14	58.74	68.26	61.38
SL1344_2246	nrdA	145.65	179.13	160.93	161.9
SL1344_2247	nrdB	95.72	156.78	123.13	125.21
SL1344_2248	yfaE	196.54	192.41	0	129.65
SL1344_2249		0	0	58.46	19.49
SL1344_2250		47.38	13.92	0	20.43
SL1344_2251	glpQ	101.09	97.06	37.15	78.43
SL1344_2252	glpT	36.76	58.48	7.32	34.19
SL1344_2253	glpA	10.22	22.52	42.73	25.16
SL1344_2254	glpB	13.22	4.85	0	6.02
SL1344_2255	glpC	41.95	20.53	0	20.83
IsrH_1	IsrH_1	0	0	0	0
IsrH_2	IsrH_2	29.82	21.9	71.25	40.99
SL1344_2256	sseL	698.45	602.58	438.01	579.68
SL1344_2257		141.82	69.42	169.41	126.88
SL1344_2258		10.36	0	0	3.45
SL1344_2259	yfaV	19.36	0	0	6.45
SL1344_2260	yfaW	20.51	5.02	0	8.51
SL1344_2261	yfaX	0	0	0	0
SL1344_2262		34.78	25.54	8.31	22.88
SL1344_2263	yfaZ	14.7	0	70.24	28.31
SL1344_2264	yfaO	195.77	43.12	23.39	87.43
SL1344_2265	ais	151.28	151.47	65.71	122.82
SL1344_2266	yfbE	115.06	116.16	25.77	85.66
SL1344_2267	pmrF	67.71	124.3	70.77	87.59
SL1344_2268	yfbG	130.14	110.96	75.22	105.44
SL1344_2269		55.53	27.18	22.11	34.94
SL1344_2270	arnT	50.55	40.83	48.3	46.56
SL1344_2271		129.5	0	38.67	56.06
SL1344_2272		0	48.61	0	16.2
SL1344_2273	pmrD	938.86	808.21	425.39	724.16
SL1344_2274	menE	36.52	22.35	58.16	39.01
SL1344_2275	menC	0	6.35	51.66	19.34
SL1344_2276	menB	67.96	21.39	0	29.78
SL1344_2277	yfbB	0	48.36	0	16.12
SL1344_2278	menD	9.96	7.32	53.56	23.61
SL1344_2279	menF	25.7	9.43	0	11.71
SL1344_2280	elaB	321.04	353.58	159.79	278.14
SL1344_2281	elaA	18.05	13.25	0	10.43
SL1344_2282	elaC	9.07	19.99	10.84	13.3
SL1344_2283		16.62	6.1	9.93	10.89
SL1344_2284	yfbK	4.67	3.43	0	2.7
SL1344_2285	nuoN	188.45	109.02	115.96	137.81
SL1344_2286	nuoM	125.16	91.9	104	107.02
SL1344_2287	nuoL	225.97	212.38	464.28	300.87
SL1344_2288	nuoK	55.1	222.52	131.64	136.42
SL1344_2289	nuoJ	150.19	154.38	17.94	107.5
SL1344_2290	nuoI	353.07	326.87	55.01	244.99
SL1344_2291	nuoH	144.77	125.06	91.55	120.46
SL1344_2292	nuoG	146.5	190.49	164.07	167.02
SL1344_2293	nuoF	161.8	164.49	74.34	133.54
SL1344_2294	nuoE	33.28	146.62	79.51	86.47
SL1344_2295	nuoC	156.99	125.44	126.85	136.43
SL1344_2296	nuoB	100.55	249.16	195.17	181.63
SL1344_2297	nuoA	413.2	358.55	134.61	302.12
SL1344_2298		0	0	0	0
SL1344_2299	lrhA	283.85	293.08	243.7	273.54
SL1344_2300	yfbQ	47.98	60.39	40.93	49.77
SL1344_2301		27.78	50.99	33.18	37.32
SL1344_2302	yfbS	27.34	26.77	5.44	19.85
SL1344_2303	yfbT	61.45	45.12	161.49	89.35
SL1344_2304	yfbU	117.9	123.67	0	80.52
SL1344_2305		18.29	67.13	21.84	35.75
SL1344_2306	ackA	145.36	60.99	107.49	104.61
SL1344_2307	pta	104.78	42.74	13.91	53.81
SL1344_2308	yfcC	0	0	0	0
SL1344_2309		436.53	570.53	657.02	554.69
SL1344_2310		340.83	360.66	299.36	333.62
SL1344_2311		358.89	395.27	285.8	346.65
SL1344_2312		1345.92	763.64	475.01	861.53
SL1344_2313		751.26	592.99	246.79	530.35
SL1344_2314		8.17	35.97	0	14.71
SL1344_2315		105.13	132.33	89.7	109.05
SL1344_2316	yfcE	60.4	110.87	90.19	87.15
SL1344_2317	yfcF	193.79	132.81	108.03	144.88
SL1344_2318	yfcG	12.86	9.44	0	7.43
SL1344_2319	yfcH	9.32	34.21	0	14.51
SL1344_2320	hisP	32.17	39.36	38.42	36.65
SL1344_2321	hisM	58.84	0	0	19.61
SL1344_2322	hisQ	48.51	97.96	57.95	68.14
SL1344_2323	hisJ	223.43	187.49	177.93	196.29
SL1344_2324	argT	53.2	46.87	12.71	37.59
SL1344_2325	ubiX	43.87	10.74	0	18.2
SL1344_2326		0	8.69	28.28	12.32
SL1344_2327		7.54	11.08	36.04	18.22
SL1344_2328		0	4.3	0	1.43
SL1344_2329		0	4.37	0	1.46
SL1344_2330		17.49	12.84	0	10.11
SL1344_2331	purF	98.72	48.33	52.41	66.49
SL1344_2332	cvpA	375.09	500.75	386.96	420.93
SL1344_2333	dedD	74.07	90.64	103.22	89.31
SL1344_2334	folC	65.62	62.63	23.51	50.59
SL1344_2335	accD	127.44	127	65.24	106.56
SL1344_2336	dedA	101	37.08	0	46.03
SL1344_2337	truA	30.74	37.62	0	22.79
SL1344_2338	usg	41.07	36.18	39.24	38.83
SL1344_2339	pdxB	36.62	16.13	0	17.58
SL1344_2340	div	0	0	0	0
SL1344_2341		7.06	5.19	0	4.08
SL1344_2342		0	0	0	0
SL1344_2343		0	0	0	0
SL1344_2344		0	0	0	0
SL1344_2345		0	0	19.19	6.4
SL1344_2346		50.73	0	0	16.91
SL1344_2347	fabB	212.46	246.58	221.04	226.69
SL1344_2348	mnmC	4.04	2.97	0	2.33
SL1344_2349	yfcL	90.77	133.29	0	74.69
SL1344_2350	yfcM	15.18	22.3	145.09	60.86
SL1344_2351	yfcA	10.28	0	24.57	11.62
SL1344_2352	mepA	10.1	7.41	36.18	17.9
SL1344_2353	aroC	15.34	28.15	36.64	26.71
SL1344_2354	yfcB	8.93	13.11	63.98	28.67
SL1344_2355	yfcN	0	11.09	90.19	33.76
SL1344_2356	sixA	394.57	529.04	307.38	410.33
SL1344_2357	fadJ	69.76	62.6	18.52	50.29
SL1344_2358	fadI	0	18.65	7.59	8.75
SL1344_2359	yfcZ	87.89	64.53	0	50.81
SL1344_2360	fadL	57.03	111.67	68.13	78.94
SL1344_2361	vacJ	110.2	64.73	92.15	89.03
SL1344_2362	yfdC	17.68	6.49	0	8.06
tRNA_25	tRNA_25	0	258.13	0	86.04
SL1344_2363	pgtE	310.46	299.6	423.83	344.63
SL1344_2364	pgtA	20.02	14.7	39.85	24.85
SL1344_2365	pgtB	12.44	12.18	4.95	9.86
SL1344_2366	pgtC	6.97	0	0	2.32
SL1344_2367	pgtP	5.98	4.39	0	3.46
SL1344_2368		0	0	0	0
SL1344_2369	lpxP	162.79	106.25	97.23	122.09
SL1344_2369A	ypdK	0	0	0	0
SL1344_2370	yfdZ	80.65	29.61	32.11	47.46
SL1344_2371	glk	86.22	44.32	30.9	53.81
SL1344_2372		6.74	4.95	24.14	11.94
SL1344_2373		0	7.4	0	2.47
SL1344_2374		33.35	12.24	0	15.2
SL1344_2375	ypeC	0	37.48	0	12.49
SL1344_2376	mntH	33.52	9.85	0	14.46
SL1344_2377	nupC	41.53	66.07	0	35.87
SL1344_2378	yfeA	7.6	8.37	0	5.32
tRNA_26	tRNA_26	4391.25	3224.28	2208.61	3274.71
SL1344_2379	yfeC	45.97	0	0	15.32
SL1344_2380	yfeD	42.45	0	101.42	47.96
SL1344_2381	gltX	58.8	90.67	21.07	56.85
SL1344_2382	xapR	9.41	0	0	3.14
SL1344_2383		0	0	0	0
SL1344_2384	xapB	6.62	0	0	2.21
SL1344_2385	flhAb	0	0	0	0
SL1344_2386	yfeN	0	8.03	0	2.68
SL1344_2387	yfeR	0	6.6	0	2.2
SL1344_2388	yfeH	16.67	18.36	0	11.68
SL1344_2389		0	107.65	0	35.88
SL1344_2390	lig	12.39	21.22	54.26	29.29
SL1344_2391	zipA	84.38	167.29	40.32	97.33
SL1344_2392	cysZ	21.87	24.08	13.06	19.67
SL1344_2393	cysK	77.12	88.08	40.94	68.71
SL1344_2394	ptsH	1197.86	1141.01	812.11	1050.33
SL1344_2395	ptsI	785.29	629.66	391.33	602.1
SL1344_2396	crr	1176.93	1020.19	507.68	901.6
SL1344_2397		0	0	0	0
SL1344_2398	pdxK	9.61	0	0	3.2
SL1344_2399	ptsJ	0	4.73	0	1.58
SL1344_2400	yfeJ	0	0	0	0
SL1344_2401	yfeK	0	0	0	0
SL1344_2402	yfeL	15.44	22.67	0	12.7
SL1344_2403	cysM	18.27	6.71	10.91	11.96
SL1344_2404	cysA	15.17	5.57	9.06	9.93
SL1344_2405	cysW	28.53	20.95	0	16.49
SL1344_2406	cysU	29.96	14.67	95.45	46.69
SL1344_2407	cysP	32.76	30.06	39.13	33.98
SL1344_2408	ucpA	126.22	139.02	125.65	130.3
SL1344_2409		37.02	40.77	33.17	36.99
SL1344_2410	yfeY	14.47	74.37	34.57	41.14
SL1344_2411	yfeZ	0	13.61	0	4.54
SL1344_2412		19.58	28.75	46.77	31.7
SL1344_2413	amiA	38.3	49.21	0	29.17
SL1344_2414	hemF	37.02	13.59	44.22	31.61
SL1344_2415		0	37.14	0	12.38
SL1344_2416		39.09	4.78	0	14.63
SL1344_2417	eutR	7.91	11.61	0	6.51
SL1344_2418	eutK	0	12.37	20.12	10.83
SL1344_2419	eutL	0	9.27	15.08	8.12
SL1344_2420	eutC	0	0	0	0
SL1344_2421	eutB	12.23	4.49	14.61	10.44
SL1344_2422	eutA	0	0	21.25	7.08
SL1344_2423	eutH	27.15	0	24.32	17.16
SL1344_2424	eutG	0	0	0	0
SL1344_2425	eutJ	0	21.84	0	7.28
SL1344_2426	eutE	23.72	0	0	7.91
SL1344_2427	eutN	0	0	0	0
SL1344_2428	eutM	0	21.07	0	7.02
SL1344_2429	eutD	0	0	0	0
SL1344_2430	eutT	0	0	0	0
SL1344_2431	eutQ	12.08	8.87	0	6.98
SL1344_2432	eutP	17.37	0	0	5.79
SL1344_2433	eutS	0	0	0	0
SL1344_2435	maeB	54.76	85.78	26.17	55.57
SL1344_2436	tal	0	57.88	0	19.29
SL1344_2437	tktB	33.28	45.82	9.94	29.68
SL1344_2438		72.35	79.68	432.12	194.72
SL1344_2439	ypfG	7.98	5.86	0	4.61
SL1344_2440	yffH	57.88	63.75	0	40.54
SL1344_2441		12.82	9.41	7.66	9.96
SL1344_2442	aegA	4.24	0	0	1.41
SL1344_2443	narQ	0	0	0	0
SL1344_2444	acrD	5.35	9.81	3.19	6.12
SL1344_2444A	ypfM	141.02	310.63	842.26	431.31
SL1344_2445	yffB	0	68.64	0	22.88
SL1344_2446	dapE	36.91	27.1	70.55	44.86
SL1344_2447		41.6	122.18	49.69	71.16
SL1344_2448	ypfI	8.25	12.11	0	6.79
SL1344_2449		57.85	21.24	23.03	34.04
SL1344_2450	purC	175.04	111.39	111.51	132.65
SL1344_2451	nlpB	217.26	242.24	76.9	178.8
SL1344_2452	dapA	208.48	208.74	56.6	157.94
SL1344_2453	gcvR	87.28	85.44	52.13	74.95
SL1344_2454	bcp	141.62	51.99	0	64.54
SL1344_2455		0	0	41.07	13.69
SL1344_2456	perM	15.6	22.9	27.94	22.15
SL1344_2457		39.81	20.88	27.17	29.29
SL1344_2458	yfgD	46.35	34.03	110.74	63.71
SL1344_2459	yfgE	45.9	109.54	27.42	60.96
SL1344_2460	uraA	0	0	15.42	5.14
SL1344_2461	upp	13.29	39.04	142.89	65.07
SL1344_2462	purM	126.54	127.76	28.34	94.21
SL1344_2463	purN	234.74	105.33	109.05	149.71
SL1344_2464	ppk	32.22	32.53	19.24	28
SL1344_2465	ppx	21.6	23.79	32.25	25.88
SL1344_2466		7.52	0	35.93	14.48
SL1344_2467		0	23.5	0	7.83
SL1344_2468		0	95.96	52.04	49.33
SL1344_2469		0	0	0	0
SL1344_2470		23.37	0	0	7.79
SL1344_2471	guaA	110.8	69.73	88.23	89.59
SL1344_2472	guaB	17.03	29.17	27.12	24.44
SL1344_2473	xseA	30.84	36.23	7.37	24.81
SL1344_2474	shdA	5.44	3	1.62	3.35
SL1344_2475	ratB	2.28	5.02	0	2.43
SL1344_2477	ratA	0	4.37	0	1.46
SL1344_2478	sinI	8.68	0	0	2.89
SL1344_2479	sinH	0	0	0	0
SL1344_2480	yfgJ	75.3	27.64	44.97	49.3
SL1344_2481	engA	45.22	74.7	81.02	66.98
SL1344_2482	yfgL	268.4	155.58	143.43	189.13
SL1344_2483	yfgM	107.36	167.51	112.21	129.03
SL1344_2484	hisS	235.11	172.63	241.84	216.53
SL1344_2485	gcpE	89.31	125.68	44.45	86.48
SL1344_2486	yfgA	116.02	170.37	39.6	108.66
SL1344_2487	yfgB	71.36	31.44	0	34.26
SL1344_2488	ndk	231.65	155.92	69.18	152.25
SL1344_2489		0	0	0	0
SL1344_2490		0	0	0	0
SL1344_2491		0	0	0	0
SL1344_2492		0	0	0	0
SL1344_2493	pbpC	7.19	5.28	12.88	8.45
SL1344_2494		15.18	9.91	12.09	12.39
SL1344_2495		59.29	29.02	70.82	53.04
SL1344_2496		12.46	0	0	4.15
RyfA	RyfA	0	41.7	0	13.9
SL1344_2497	sseBb	75.05	31.49	0	35.51
SL1344_2498	pepB	97.27	99.99	46.48	81.25
SL1344_2499	yfhJ	249.61	763.64	198.77	404.01
SL1344_2500	fdx	298.04	310.02	0	202.69
SL1344_2501	hscA	98.94	89.16	32.23	73.45
SL1344_2502	hscB	64.62	166.07	115.79	115.5
SL1344_2503	iscA	1081.89	491.76	584.63	719.43
SL1344_2504	nifU	387.99	569.77	231.73	396.5
SL1344_2505	iscS	616.82	538.45	352.03	502.43
SL1344_2506	yfhP	623.18	655.44	482.85	587.16
SL1344_2507		45.53	58.5	54.38	52.8
SL1344_2508	suhB	269.4	220.63	272.29	254.11
SL1344_2509		0	6.96	0	2.32
SL1344_2510	asrA	0	0	0	0
SL1344_2511	asrB	0	0	0	0
SL1344_2512	asrC	0	12.06	0	4.02
SL1344_2513		8.44	0	0	2.81
SL1344_2514		13.04	19.15	0	10.73
SL1344_2515	csiE	0	14.35	54.48	22.94
SL1344_2516	hcaT	36.52	16.09	34.9	29.17
SL1344_2517	glyA	119.52	107.26	103.12	109.97
SL1344_2518	hmpA	6.99	5.13	16.7	9.61
SL1344_2519	cadC	32.33	94.96	0	42.43
SL1344_2520	cadB	0	4.59	0	1.53
SL1344_2521	cadA	55.97	17.61	42.98	38.86
SL1344_2522	yjdL	0	4.18	13.61	5.93
SL1344_2523	glnB	49.23	162.67	0	70.63
SL1344_2524	yfhA	18.67	63.97	37.17	39.94
SL1344_2525	yfhG	10.89	23.99	0	11.63
SL1344_2526	yfhK	5.77	29.66	20.68	18.7
GlmY	GlmY	2000.5	1802.7	2281.02	2028.07
SL1344_2527	purG	17.12	25.15	17.9	20.06
SL1344_2529	yfhD	5.39	7.91	0	4.43
SL1344_2530	yfhC	45.3	55.44	90.19	63.64
SL1344_2531	yfhB	104.82	86.59	31.3	74.24
SL1344_2532		30.57	49.38	29.21	36.38
SL1344_2533	murQ	37.27	20.52	0	19.26
SL1344_2534	yfhH	9.81	21.61	0	10.47
SL1344_2535		0	21.16	22.95	14.71
SL1344_2536		6.96	0	0	2.32
SL1344_2537		0	0	0	0
SL1344_2538	yfhL	96	0	38.23	44.74
SL1344_2539	acpS	43.79	32.15	0	25.31
SL1344_2540	pdxJ	56.91	41.79	27.19	41.96
SL1344_2541	recO	102.86	25.18	40.96	56.33
SL1344_2542	era	147.1	47.25	21.96	72.11
SL1344_2543	rnc	41.46	81.18	0	40.88
SL1344_2544	lepB	179.39	194.44	102.04	158.62
SL1344_2545	lepA	60.12	132.44	71.82	88.13
SL1344_2546	gogB	57.7	38.13	6.89	34.24
SL1344_2547		503.69	479.42	111.42	364.84
STnc1380	STnc1380	0	0	0	0
SL1344_2548		0	0	0	0
SL1344_2549		381.34	503.86	91.81	325.67
SL1344_2550		0	0	0	0
SL1344_2551		0	0	0	0
SL1344_2552		0	0	4.19	1.4
SL1344_2552A		34.38	0	0	11.46
SL1344_2553		12.37	5.45	5.91	7.91
SL1344_2554		25.72	0	0	8.57
SL1344_2555		22.58	8.29	26.97	19.28
SL1344_2556		0	8.71	127.6	45.44
SL1344_2557		0	18.57	0	6.19
SL1344_2558		2.67	5.94	32.11	13.58
SL1344_2559		0	0	0	0
SL1344_2560		0	30.93	0	10.31
SL1344_2561		22.31	0	39.97	20.76
SL1344_2562		0	0	0	0
SL1344_2563	gipA	6.66	24.44	39.75	23.62
SL1344_2564		0	0	34.39	11.46
SL1344_2565		0	0	0	0
SL1344_2566		0	34.03	0	11.34
SL1344_2567		48.56	35.66	19.34	34.52
SL1344_2568		23.98	0	57.28	27.09
SL1344_2569		28.73	4.22	20.59	17.85
SL1344_2570		0	11.6	25.16	12.25
SL1344_2571		0	0	48.96	16.32
SL1344_2572		21.54	3.16	20.59	15.1
SL1344_2573		0	0	0	0
SL1344_2574		20.75	137.11	24.78	60.88
SL1344_2575		0	25.83	21.01	15.61
SL1344_2576		0	0	0	0
SL1344_2577		24.26	41.32	115.9	60.49
IsrI	IsrI	0	98.93	0	32.98
tRNA_27	tRNA_27	0	167.37	0	55.79
IsrJ	IsrJ	0	516.27	839.89	452.05
SL1344_2578		0	10.85	0	3.62
STnc1160	STnc1160	842.56	850.64	251.61	648.27
IsrK	IsrK	218.95	803.84	0	340.93
SL1344_2579		0	0	14.68	4.89
SL1344_2580		0	0	0	0
SL1344_2581		0	0	0	0
SL1344_2582		166.82	91.33	0	86.05
SL1344_2583		33.55	24.63	120.23	59.47
SL1344_2584		40.64	89.62	127.97	86.07
SL1344_2585		130.68	255.88	52.04	146.2
SL1344_2586		0	0	0	0
SL1344_2587		12.74	0	0	4.25
SL1344_2588		35.41	0	0	11.8
SL1344_2589		12.51	0	44.84	19.12
SL1344_2590	gpP	0	8.83	28.72	12.52
SL1344_2591	gpO	36.77	40.5	54.91	44.06
STnc1390	STnc1390	0	0	0	0
SL1344_2592	cIIa	0	14.48	0	4.83
SL1344_2593		217.24	143.56	155.7	172.16
SL1344_2594		130.36	202.7	164.88	165.98
SL1344_2595		40.39	0	241.23	93.87
SL1344_2596		0	39.41	0	13.14
STnc1400	STnc1400	992.32	280.24	0	424.19
SL1344_2597	recEb	15.6	10.17	18.64	14.8
SL1344_2597A		0	0	0	0
SL1344_2598		0	0	0	0
SL1344_2599		29.3	0	0	9.77
SL1344_2600		6.77	0	0	2.26
SL1344_2601	rseC	86.85	38.26	145.24	90.12
SL1344_2602	rseB	113.14	178.93	83.17	125.08
SL1344_2603	rseA	281.61	272.56	244.65	266.27
SL1344_2604	rpoE	477.51	499.36	674.1	550.32
SL1344_2605	nadB	0	18.83	0	6.28
SL1344_2606	yfiC	11.29	8.29	0	6.53
SL1344_2607	srmB	31.19	22.9	0	18.03
SL1344_2608	yfiE	18.51	13.59	11.06	14.39
SL1344_2609	yfiK	42.52	0	0	14.17
SL1344_2610	yfiD	173.79	31.9	77.85	94.51
SL1344_2611	ung	84.53	26.6	0	37.04
SL1344_2612	yfiF	16.05	41.24	0	19.1
SL1344_2613	trxC	59.57	58.32	47.44	55.11
SL1344_2614	yfiP	12.24	8.98	0	7.07
SL1344_2615	yfiQ	21.9	22.97	37.36	27.41
SL1344_2616	pssA	92.11	90.17	58.68	80.32
SL1344_2617	yfiM	0	0	0	0
SL1344_2618	kgtP	0	0	0	0
SL1344_2619		0	40.28	43.69	27.99
tRNA_28	tRNA_28	6355.75	10691.44	2898.79	6648.66
SL1344_2620	clpB	151.98	147.21	142.92	147.37
SL1344_2621	yfiH	591.86	610.08	489.46	563.8
SL1344_2622	rluD	407.52	579.75	618.63	535.3
SL1344_2623	yfiO	180.63	149.21	107.88	145.91
SL1344_2624	yfiA	1156.96	976.02	558.69	897.22
STnc2090	STnc2090	3475.55	4717.19	2704.84	3632.53
sRNA3	sRNA3	295.04	173.31	281.95	250.1
SL1344_2625	pheA	57.38	68.46	25.7	50.52
SL1344_2626		9.16	13.46	0	7.54
SL1344_2627	tyrA	70.18	40.08	37.26	49.17
SL1344_2628	aroF	31.1	57.09	130.04	72.75
SL1344_2629	yfiR	0	35.38	0	11.79
SL1344_2630	yfiN	13.64	5.01	0	6.22
SL1344_2631	int	79.32	58.24	47.37	61.64
SL1344_2632		172.31	198.82	29.4	133.51
SL1344_2633		68.93	57.84	35.29	54.02
SL1344_2634		0	0	0	0
SL1344_2635	cIIb	0	0	0	0
SL1344_2636		0	0	0	0
SL1344_2637		0	0	0	0
SL1344_2638		0	0	0	0
SL1344_2639		0	0	0	0
SL1344_2640		0	0	0	0
SL1344_2641		5.98	15.37	0	7.12
SL1344_2642	gpF	0	37.79	143.45	60.41
SL1344_2643	gpD	14.27	26.2	51.14	30.54
SL1344_2644		48.3	53.2	0	33.83
SL1344_2645	gpB	0	28.02	0	9.34
SL1344_2646	rpl19	767.29	616.2	601.48	661.65
SL1344_2647	trmD	564.09	637.2	142.54	447.94
SL1344_2648	rimM	789.51	501.66	126.95	472.71
SL1344_2649	rps16	738.09	739.01	40.08	505.72
SL1344_2650	ffh	165.06	103.24	94.93	121.08
SL1344_2651	corE	52.59	77.23	113.08	80.97
SL1344_2652	corB	20.11	34.46	64.07	39.55
SL1344_2653		55.01	10.1	0	21.7
SL1344_2654	grpE	183.33	248.51	218.99	216.94
SL1344_2655	ppnK	37.91	13.92	0	17.27
SL1344_2656	recN	15.03	33.1	5.98	18.04
SL1344_2657	smpA	123.08	144.6	147.02	138.23
SL1344_2658	rnfH	28.69	42.13	0	23.61
SL1344_2659	yfjG	54.86	40.28	87.37	60.84
SL1344_2660	smpB	86.31	126.75	61.86	91.64
SL1344_2661	bapA	1.45	1.06	0.87	1.13
IsrL	IsrL	0	0	0	0
SL1344_2662		0	0	0	0
SL1344_2663		7.63	0	0	2.54
SL1344_2664		7.15	0	0	2.38
SL1344_2665		0	28.02	0	9.34
SL1344_2666		0	0	0	0
SL1344_2667	gpU	0	0	0	0
SL1344_2668		2.96	0	3.54	2.17
SL1344_2669	gpE'	0	0	0	0
SL1344_2670	gpE	0	40.46	0	13.49
SL1344_2671		0	11.86	0	3.95
SL1344_2672		0	5.21	0	1.74
SL1344_2673		0	0	0	0
SL1344_2674	sopE	818.2	753.07	412.97	661.41
SL1344_2675		0	15.33	0	5.11
SL1344_2676		0	0	0	0
SL1344_2677	gpI	0	0	0	0
SL1344_2678	gpJ	9.16	0	0	3.05
SL1344_2679	gpW	0	0	0	0
SL1344_2680		0	0	0	0
SL1344_2681		0	0	0	0
SL1344_2682		0	0	0	0
SL1344_2683		0	0	0	0
SL1344_2684		0	0	0	0
SL1344_2685		0	0	0	0
SL1344_2686	nucD2	0	0	0	0
SL1344_2687	nucE2	0	0	0	0
SL1344_2688		0	0	0	0
SL1344_2689		0	0	0	0
SL1344_2690		0	9.36	0	3.12
SL1344_2691		0	0	0	0
SL1344_2692		0	0	0	0
SL1344_2693		0	0	0	0
SL1344_2694		0	0	0	0
SL1344_2695		34.06	31.26	0	21.78
SL1344_2696		143.21	63.09	136.85	114.38
SL1344_2697		154.49	97.23	52.73	101.48
SL1344_2698		55.21	81.07	37.68	57.99
SL1344_2699		71.42	104.88	127.97	101.42
SL1344_2700		44.26	0	0	14.75
SL1344_2701		0	0	0	0
SL1344_2702		0	0	0	0
SL1344_2703		0	26.91	0	8.97
SL1344_2704		0	0	0	0
SL1344_2705		28.11	0	0	9.37
SL1344_2706	cIIc	0	0	19.53	6.51
SL1344_2707	apl	0	73.9	0	24.63
SL1344_2708	cI	0	10.62	0	3.54
SL1344_2709		8.12	5.96	0	4.69
SL1344_2710		68.71	0	0	22.9
