Locus Tag	Name	FDR (Mouse)	logFC (Mouse)	Fitness (Mouse)	FDR (Pig)	logFC (Pig)	Fitness (Pig)	FDR (Chicken)	logFC (Chicken)	Fitness (Chicken)	FDR (Cattle)	logFC (Cattle)	Fitness (Cattle)
SL1344_0297	safC	na	na	3	0.916990222	-0.15224263	0	0.976402248	-0.089104963	0	0.305357541	0.748347111	0
SL1344_0298	safD	0.442454339	-0.808796105	0	0.804504458	0.345031164	0	0.909533142	0.517336505	0	0.759387769	0.231610832	0
SL1344_0299	ybeJ	0.302683369	1.023638139	0	0.000780997	-3.595794221	2	0.229928588	-1.636485504	0	0.158755008	-0.835424407	0
SL1344_0300	sinR	0.62344406	0.651357716	0	2.41E-26	-8.190323621	2	2.33E-09	-8.929454764	2	8.84E-72	-15	2
SL1344_0301	SL1344_0301	0.964553016	0.134625355	0	5.98E-10	-15	2	5.00E-11	-15	2	2.22E-34	-15	2
SL1344_0302	pagN	na	na	3	1.18E-21	-5.221240197	2	1.62E-09	-15	2	3.20E-36	-15	2
SL1344_0303	sciZ	0.015587272	-1.839385871	2	1.57E-10	-15	2	0.00000208	-15	2	9.38E-34	-15	2
SL1344_0304	yafV	0.656966363	0.614483061	0	na	na	3	na	na	3	na	na	3
SL1344_0305	fadE	0.32110376	-0.893380267	0	0.529104778	1.039696886	0	0.324574676	1.749668891	0	0.001180968	-1.735484386	2
SL1344_0307	yafJ	0.57266778	0.715798814	0	0.292871895	1.342644072	0	0.640790372	1.150585145	0	0.040478409	1.61915184	1
SL1344_0308	yafK	na	na	3	0.009664722	-1.745947916	2	0.758023903	0.917879946	0	9.67E-16	-4.40084043	2
SL1344_0309	dbh	0.66971103	0.606596542	0	6.02E-08	-5.807056197	2	0.0000826	-4.116811188	2	8.94E-35	-4.916946409	2
SL1344_0310	SL1344_0310	0.917598564	0.253711536	0	0.636218255	-0.608548309	0	0.701397377	1.055820391	0	0.024404257	1.463986558	1
SL1344_0311	prfH	0.972521121	0.359406967	0	na	na	3	na	na	3	na	na	3
SL1344_0312	pepD	0.926605709	-0.185674664	0	0.266530985	1.563556537	0	0.632205658	-0.963818971	0	0.005937703	-1.797168485	2
SL1344_0313	gpt	0.919626377	0.395910386	0	na	na	3	na	na	3	na	na	3
SL1344_0314	frsA	0.473345658	0.821041667	0	0.35041657	-1.03823138	0	0.000349886	-3.868519766	2	0.255843337	0.774182358	0
SL1344_0315	crl	na	na	3	na	na	3	0.931788458	0.449272216	0	0.272555743	0.849332355	0
SL1344_0316	phoE	0.971221494	-0.080501	0	na	na	3	na	na	3	na	na	3
SL1344_0317	proB	0.304897198	-0.910912003	0	1.97E-10	-15	2	0.000000112	-6.059740959	2	5.71E-12	-3.584332383	2
SL1344_0318	proA	0.000304703	-2.175926911	2	0.99807879	-0.12343672	0	0.000000153	-6.326414264	2	0.00000181	-2.384434614	2
SL1344_0320	dhaF	0.704923777	-0.514076079	0	0.663460794	0.674150296	0	0.963423814	0.290208143	0	0.198661705	0.955155885	0
SL1344_0323	SL1344_0323	0.095454808	-1.210199249	0	na	na	3	na	na	3	na	na	3
SL1344_0324	leuC2	0.618430564	0.655760649	0	na	na	3	na	na	3	na	na	3
SL1344_0325	leuD2	0.969672635	0.126773337	0	na	na	3	na	na	3	na	na	3
SL1344_0326	SL1344_0326	0.603142133	-0.611084324	0	na	na	3	na	na	3	na	na	3
SL1344_0327	SL1344_0327	0.975539512	0.136526867	0	na	na	3	na	na	3	na	na	3
SL1344_0328	SL1344_0328	0.927386941	-0.187686639	0	na	na	3	na	na	3	na	na	3
SL1344_0329	SL1344_0329	na	na	3	0.204223547	-1.520832163	0	0.812780533	-0.619011997	0	0.592796516	0.336301813	0
SL1344_0330	SL1344_0330	0.522327414	1.386713528	0	na	na	3	na	na	3	na	na	3
SL1344_0331	stbE	0.582164319	0.691020023	0	0.000411384	-3.25954542	2	0.710327972	-1.146744301	0	2.69E-17	-4.679852493	2
SL1344_0332	stbD	0.985238246	-0.0444744	0	0.00000456	-15	2	0.062566378	-2.219275499	0	6.08E-08	-3.942271808	2
SL1344_0333	stbC	0.890611524	0.301424175	0	0.566039693	0.744713462	0	0.419394013	-1.257900788	0	4.27E-08	-2.769838504	2
SL1344_0334	stbB	0.464574626	0.811192103	0	na	na	3	na	na	3	na	na	3
SL1344_0335	stbA	0.905117149	0.268561831	0	0.00000023	-15	2	3.43E-09	-15	2	6.87E-34	-15	2
SL1344_0336	SL1344_0336	0.885025019	0.334385173	0	0.00000246	-15	2	1.19E-09	-15	2	8.84E-72	-15	2
SL1344_0337	SL1344_0337	0.848179148	3.382026728	0	2.25E-08	-15	2	9.86E-10	-9.121366579	2	2.35E-34	-15	2
SL1344_0338	SL1344_0338	0.034552464	1.529184724	1	8.47E-14	-4.512017824	2	2.70E-10	-15	2	4.98E-34	-15	2
SL1344_0339	SL1344_0339	0.900600918	-0.246635259	0	3.55E-11	-15	2	0.080369728	-2.07829684	0	4.36E-09	-3.018962181	2
SL1344_0340	SL1344_0340	na	na	3	4.08E-09	-15	2	0.059881397	-2.265432292	0	2.11E-59	-8.030146903	2
SL1344_0341	SL1344_0341	0.523428916	0.743759407	0	na	na	3	na	na	3	na	na	3
SL1344_0342	SL1344_0342	0.199669512	2.374817013	0	na	na	3	na	na	3	na	na	3
SL1344_0343	SL1344_0343	0.526376282	0.997997439	0	0.23748234	2.458228965	0	0.810977453	0.809706798	0	0.671015295	-0.33261331	0
SL1344_0344	SL1344_0344	0.601000384	-0.623059497	0	0.186711521	-1.685602553	0	0.488587086	-1.186896554	0	9.63E-10	-3.183732946	2
SL1344_0345	SL1344_0345	0.644562304	-0.594995386	0	na	na	3	na	na	3	na	na	3
SL1344_0346	SL1344_0346	0.577391393	0.723485237	0	0.137156931	1.910386546	0	0.669893288	1.121473224	0	0.75509066	-0.188289999	0
SL1344_0347	SL1344_0347	0.718765585	0.541857665	0	na	na	3	na	na	3	na	na	3
SL1344_0348	SL1344_0348	0.521059662	0.775072682	0	0.173730344	1.913203491	0	0.276158464	1.86206254	0	0.012162785	1.945232636	1
SL1344_0349	SL1344_0349	0.953295906	0.172386522	0	na	na	3	na	na	3	na	na	3
SL1344_0351	SL1344_0351	0.008043934	-1.766934678	2	0.011809568	-15	2	4.29E-08	-15	2	1.03E-16	-15	2
SL1344_0352	mod	0.684906474	0.746442202	0	4.25E-20	-6.252705731	2	0.00018761	-3.929853403	2	3.97E-20	-5.249218139	2
SL1344_0353	res	0.481665111	0.79423451	0	0.000000924	-15	2	0.183269943	-1.784624491	0	0.000000248	-2.589004367	2
SL1344_0355	SL1344_0355	0.875484877	0.33755619	0	0.166698633	1.386058432	0	0.855465341	0.701376113	0	0.001592707	2.069815848	1
SL1344_0356	SL1344_0356	0.467123369	-0.758652906	0	0.882053476	0.211115356	0	1	0.027433047	0	0.576435462	0.277527355	0
SL1344_0358	SL1344_0358	0.896680308	-0.24797533	0	na	na	3	na	na	3	na	na	3
SL1344_0359	foxA	0.706497537	1.216439666	0	0.584954568	-0.689043023	0	0.85637464	-0.515058398	0	0.00000569	-2.961623462	2
SL1344_0360	yahN	0.605834137	-0.627758627	0	0.001111159	-5.228651412	2	0.055743297	-2.22464372	0	1.79E-25	-6.540307516	2
SL1344_0361	yahO	na	na	3	na	na	3	0.97383131	-0.127946636	0	0.040139795	-1.086573704	2
SL1344_0362	prpR	0.943566114	-0.152791125	0	0.0000518	-5.608295005	2	0.00000285	-5.436604864	2	3.54E-20	-5.33696478	2
SL1344_0363	prpB	0.669505996	-0.556243261	0	0.887437908	0.560265961	0	0.94928444	0.348302025	0	na	na	3
SL1344_0364	prpC	0.69344163	-0.531716054	0	na	na	3	na	na	3	na	na	3
SL1344_0365	prpD	0.28223918	1.029745331	0	na	na	3	na	na	3	na	na	3
SL1344_0366	prpE	0.362163054	-0.864058344	0	na	na	3	na	na	3	na	na	3
SL1344_0368	yaiU	0.153873208	1.236255999	0	1.60E-11	-15	2	0.00216027	-3.156395565	2	1.06E-18	-5.335140175	2
SL1344_0369	yaiV	0.624816804	0.728007609	0	3.26E-13	-5.017801983	2	0.0000161	-4.70386433	2	2.65E-34	-15	2
SL1344_0370	ampH	0.365622104	0.96220587	0	0.604376823	0.878902731	0	0.788193199	-0.703218412	0	0.389127635	-0.617441024	0
SL1344_0371	sbmA	na	na	3	0.167541701	5.639366793	0	1	0.121551526	0	0.459286229	-0.425785009	0
SL1344_0372	yaiW	0.685172985	-0.613452584	0	na	na	3	na	na	3	na	na	3
SL1344_0374	yaiZ	0.000854378	-1.942611018	2	na	na	3	na	na	3	na	na	3
SL1344_0375	ddlA	0.702448018	0.578236335	0	0.615222297	0.617383978	0	0.828388482	0.763350234	0	0.0507004	1.130096276	0
SL1344_0377	SL1344_0377	0.327076961	-0.899880379	0	0.986014279	-0.036832625	0	0.968553803	0.261290352	0	0.767312305	0.199235327	0
SL1344_0379	psiF	na	na	3	0.519965597	-0.765512652	0	0.82453028	-0.584849247	0	0.146094771	1.109713116	0
SL1344_0380	adrA	0.918096122	0.241117617	0	0.665550167	-0.542240102	0	0.394539814	1.613510976	0	na	na	3
SL1344_0381	proC	0.029653609	-1.527955483	2	na	na	3	na	na	3	na	na	3
SL1344_0383	aroL	0.473345658	0.838845885	0	0.85359238	0.282394873	0	0.562800274	1.317170651	0	0.219274319	0.912496535	0
SL1344_0385	aroM	0.175914939	-1.106412823	0	0.345557453	-1.044245824	0	0.773651494	-0.720661914	0	0.468432234	-0.43975532	0
SL1344_0387	rdgC	0.187495019	-1.057512626	0	0.009150442	-2.334559168	2	0.179158603	-1.719709945	0	0.050437374	1.258202364	0
SL1344_0388	yajF	0.594245518	-0.679451055	0	na	na	3	na	na	3	na	na	3
SL1344_0389	araJ	0.835271279	0.37904776	0	na	na	3	na	na	3	na	na	3
SL1344_0390	sbcC	0.776373236	-0.425828088	0	0.569507896	-0.705237402	0	0.698384898	1.048632779	0	0.067860751	-1.010271769	0
SL1344_0391	sbcD	na	na	3	0.54400392	1.011790454	0	1	0.04275784	0	0.410739794	0.454635683	0
SL1344_0392	phoB	0.277314619	-0.9514267	0	0.740717911	0.42395504	0	0.000431185	-3.773957836	2	0.96187147	0.035641571	0
SL1344_0393	phoR	0.316352809	-1.042767609	0	0.351600066	1.195762383	0	0.00000243	-9.047203828	2	0.088669803	-1.020662978	0
SL1344_0394	brnQ	0.27917152	-0.973964108	0	0.423043925	-1.534595886	0	0.926453395	-0.309777984	0	3.91E-18	-5.273276573	2
SL1344_0395	proY	0.00102192	-2.095612884	2	na	na	3	na	na	3	na	na	3
SL1344_0396	malZ	0.901492061	-0.248830836	0	0.568710761	0.688792962	0	0.573062652	1.279634344	0	0.001486301	2.441215282	1
SL1344_0397	tsaA	0.669227889	0.606207035	0	na	na	3	na	na	3	na	na	3
SL1344_0399	queA	0.357011002	-0.87210457	0	0.209943522	-1.303341479	0	0.053184403	-2.235461008	0	0.143217799	-0.718474493	0
SL1344_0400	tgt	na	na	3	0.000238325	-2.767846115	2	4.94E-08	-6.198814561	2	4.47E-10	-3.99816766	2
SL1344_0401	yajC	na	na	3	0.021893419	-15	2	4.03E-09	-15	2	9.28E-14	-15	2
SL1344_0404	SL1344_0404	0.981619093	-0.053220141	0	na	na	3	na	na	3	na	na	3
SL1344_0407	tsx	0.170650709	1.216748019	0	0.820269122	-0.316626027	0	0.742091645	0.957315867	0	0.002460483	-1.596835557	2
SL1344_0408	yajI	na	na	3	0.030603331	-2.105268996	2	0.82453028	-0.669549377	0	9.89E-13	-2.848947424	2
SL1344_0409	nrdR	na	na	3	0.021591611	-2.406038607	2	0.000387702	-3.690029709	2	0.878757026	-0.12013471	0
SL1344_0415	yajO	0.787105484	0.935650337	0	0.991346612	0.030492741	0	0.886326293	1.239034833	0	0.013795771	2.041292489	1
SL1344_0419	thiI	0.999842028	0.042032663	0	0.653808547	-0.559834162	0	0.962959501	-0.152595674	0	1.19E-12	-3.879808216	2
SL1344_0421	phnU	0.818021341	0.404531774	0	na	na	3	na	na	3	na	na	3
SL1344_0422	phnT	0.485279303	1.005123422	0	0.116478548	2.541741282	0	0.585233567	1.267247688	0	0.746179777	0.265246013	0
SL1344_0423	phnS	0.766489982	0.481636788	0	na	na	3	na	na	3	na	na	3
SL1344_0425	phnW	0.991978034	0.089665799	0	na	na	3	na	na	3	na	na	3
SL1344_0426	phnX	0.858714708	0.369633888	0	0.065360946	2.36605561	0	0.442629298	1.534250013	0	0.000594156	2.745834218	1
SL1344_0427	thiJ	na	na	3	0.562274826	1.187455899	0	0.953587375	0.335845552	0	0.831876281	-0.193103266	0
SL1344_0428	apbA	0.663576082	0.613712755	0	na	na	3	na	na	3	na	na	3
SL1344_0429	yajQ	0.788233014	1.340849182	0	0.948993812	-0.1130847	0	1	0.033747707	0	0.374209693	0.857406716	0
SL1344_0430	yajR	0.271415444	-1.009762741	0	0.514346636	0.806571062	0	1	0.130400104	0	0.509162575	-0.381105563	0
SL1344_0431	SL1344_0431	0.522327414	-0.745166146	0	9.40E-23	-15	2	0.000000114	-15	2	8.32E-69	-15	2
SL1344_0432	SL1344_0432	0.772150322	-0.763365112	0	0.000000166	-15	2	0.0000714	-4.675283134	2	5.67E-70	-15	2
SL1344_0433	cyoE	na	na	3	0.255778243	-1.490559152	0	0.562248028	-1.083965327	0	5.84E-10	-3.443722271	2
SL1344_0434	cyoD	na	na	3	0.115402416	2.14124622	0	0.798815764	-0.655580524	0	0.00000545	-2.267963041	2
SL1344_0435	cyoC	na	na	3	na	na	3	0.52369384	-1.130660051	0	0.078744323	1.232988952	0
SL1344_0436	cyoB	0.0000303	-2.413687536	2	0.566039693	0.740137051	0	0.907518281	-0.377608973	0	0.458700949	0.578232568	0
SL1344_0437	cyoA	0.00023366	-2.091583484	2	0.052566913	2.733965021	0	0.555779351	-1.094441293	0	0.000791944	-1.869856336	2
SL1344_0438	ampG	0.94212619	-0.154133237	0	0.104020734	1.896492954	0	0.693086007	1.77959585	0	0.014814124	-1.549476225	2
SL1344_0440	bolA	0.685033321	-0.536435584	0	0.042200963	-2.224805932	2	0.521275076	1.371701027	0	0.462877377	0.45949709	0
SL1344_0441	tig	0.195360851	-1.094839277	0	0.135899393	-0.90058562	0	0.036750601	-2.434033733	2	na	na	3
SL1344_0443	clpX	na	na	3	0.006562821	-3.750078256	2	7.53E-10	-9.099821854	2	3.36E-34	-4.895951362	2
SL1344_0445	hupB	na	na	3	0.002129339	-3.856016355	2	0.440122933	-1.276968973	0	5.31E-29	-15	2
SL1344_0446	cypD	0.508122642	0.757761159	0	0.257594114	1.430127909	0	0.612439658	-1.011037355	0	0.075134789	-0.930301342	0
SL1344_0447	comE1	na	na	3	0.587464845	0.707986527	0	0.619201745	1.207165573	0	0.395811297	0.644711032	0
SL1344_0449	ybaX	0.03328148	-1.455035019	2	0.93097284	0.124933616	0	0.867841552	0.656076443	0	5.20E-18	-3.119671512	2
SL1344_0450	ybaE	0.911756713	-0.227039757	0	0.125805048	3.205545409	0	0.255813259	1.899979743	0	0.0044416	2.238449873	1
SL1344_0451	cof	0.647190583	-0.566020172	0	0.363606694	1.690364189	0	0.640651824	1.176040575	0	0.105949157	1.208797847	0
SL1344_0452	SL1344_0452	na	na	3	0.709898995	0.436431949	0	0.863459544	0.659977097	0	0.07676374	1.274387721	0
SL1344_0454	mdlA	0.945621482	-0.204197466	0	0.350419784	2.874929214	0	0.828744405	1.150022995	0	na	na	3
SL1344_0455	mdlB	0.888318735	0.301213635	0	0.410617027	1.309189669	0	0.93887751	0.408389112	0	0.414272135	-0.632499865	0
SL1344_0457	amtB	0.594245518	-0.644699387	0	0.948186023	-0.101606867	0	0.807925404	0.813256651	0	0.161859108	-0.780930331	0
SL1344_0458	tesB	0.759666981	-0.452853366	0	na	na	3	0.816128885	0.790832725	0	0.061230449	1.415158802	0
SL1344_0459	ybaY	na	na	3	0.443025206	1.440506216	0	0.844257471	0.713500801	0	0.24842639	0.844110532	0
SL1344_0461	ylaB	na	na	3	0.252500828	2.402142156	0	0.751504387	0.947912784	0	na	na	3
SL1344_0462	rpmE2	0.724291519	-0.588534529	0	0.764939535	0.516004605	0	0.862445282	0.658535176	0	0.254690074	0.90106103	0
SL1344_0464	ylaC	0.728681298	0.526306442	0	na	na	3	na	na	3	na	na	3
SL1344_0465	maa	0.968398769	-0.122013646	0	0.132102531	1.67556505	0	0.149023142	2.240992333	0	0.017540316	1.885680353	1
SL1344_0466	hha	na	na	3	2.10E-17	-5.719452865	2	1.15E-10	-9.659365601	2	0.014804953	1.726099359	1
SL1344_0467	ybaJ	0.189867543	1.67906713	0	0.000000524	-15	2	3.92E-09	-8.726697996	2	3.99E-29	-15	2
SL1344_0468	acrB	0.072288819	1.401053722	0	na	na	3	na	na	3	na	na	3
SL1344_0469	acrA	0.930731823	-0.182377452	0	na	na	3	na	na	3	na	na	3
SL1344_0470	acrR	0.646753128	-0.579924334	0	0.702665622	-0.487764462	0	0.778945209	1.379092608	0	0.174905014	1.066382301	0
SL1344_0471	aefA	0.583246338	-0.627599927	0	0.030319931	-2.019198046	2	0.790012106	0.850439575	0	0.000706265	-1.713353712	2
SL1344_0472	SL1344_0472	na	na	3	0.121228354	1.924606892	0	0.751317202	0.937692017	0	0.01925022	1.711952154	1
SL1344_0473	ybaM	na	na	3	0.967024823	0.072281179	0	0.993138316	-0.014703367	0	na	na	3
SL1344_0474	priC	0.455001839	0.876661826	0	0.539477572	1.368821727	0	0.893985278	0.773626429	0	0.346774938	-0.585909779	0
SL1344_0476	apt	0.316352809	-1.383068445	0	na	na	3	na	na	3	na	na	3
SL1344_0478	ybaB	0.028753246	-2.205139602	2	0.015361025	-3.105794664	2	0.52057368	-1.686521164	0	2.89E-08	-2.807001367	2
SL1344_0480	htpG	0.74299693	-0.463004725	0	0.013605998	-3.335040756	2	0.012353523	-2.718717145	2	2.24E-14	-4.09276682	2
SL1344_0483	aes	0.731934203	-0.471507242	0	na	na	3	na	na	3	na	na	3
SL1344_0484	gsk	0.505238038	0.775405556	0	0.3828305	1.060519084	0	0.746436537	0.970531596	0	0.150528078	-0.836073436	0
SL1344_0485	ybaL	0.327076961	1.947057691	0	0.605913792	-0.636733433	0	0.806062412	0.815987772	0	0.822361566	0.148744521	0
SL1344_0486	fsr	0.974653397	0.102285613	0	na	na	3	na	na	3	na	na	3
SL1344_0487	ushA	0.341730562	0.948313084	0	0.395622047	1.293577516	0	0.542436841	1.338744415	0	0.000284356	-1.865104772	2
SL1344_0488	ybaK	0.930788254	0.222449399	0	0.168898569	-1.451091092	0	0.982900601	-0.060504288	0	0.947595738	0.040953311	0
SL1344_0489	ybaP	0.675116616	-0.556861263	0	na	na	3	na	na	3	na	na	3
SL1344_0490	SL1344_0490	0.543755692	0.727710149	0	na	na	3	na	na	3	na	na	3
SL1344_0491	copA	0.578877208	-0.642793899	0	0.049363111	-5.028979067	2	0.12645962	2.333880827	0	0.000284347	1.946525481	1
SL1344_0493	ybbJ	na	na	3	0.311225893	1.269865415	0	0.961505079	0.790346307	0	0.01410807	2.045351563	1
SL1344_0494	ybbK	0.42959467	0.839790325	0	na	na	3	na	na	3	na	na	3
SL1344_0495	ybbL	0.207046012	1.14457907	0	3.07E-21	-7.118531404	2	0.016408052	-2.644886383	2	3.11E-31	-15	2
SL1344_0496	ybbM	0.94212619	-0.1576066	0	na	na	3	na	na	3	na	na	3
SL1344_0497	ybbN	0.990412605	0.11085623	0	0.257200195	1.403833134	0	0.901246277	-0.386330164	0	0.098717232	1.338676573	0
SL1344_0498	ybbO	0.970323666	0.121059691	0	0.681005804	0.538867276	0	0.79799223	0.839529119	0	0.000158078	2.711720697	1
SL1344_0499	tesA	0.918096122	0.25891111	0	0.590517765	1.162305363	0	0.765394727	0.903601621	0	0.057376468	1.521384467	0
SL1344_0500	ybbA	na	na	3	0.124393645	2.12582266	0	0.894430592	0.743865527	0	0.001353314	2.310335133	1
SL1344_0501	ybbP	0.77493675	0.475565542	0	0.494957109	-0.80978057	0	0.769498291	0.917222199	0	0.030766014	1.176330123	1
SL1344_0502	SL1344_0502	na	na	3	5.99E-09	-7.28636691	2	0.787696886	0.870501994	0	0.703580262	-0.27908204	0
SL1344_0504	sfbB	0.745725478	0.754351255	0	na	na	3	na	na	3	na	na	3
SL1344_0505	sfbC	0.84759152	0.399626753	0	na	na	3	na	na	3	na	na	3
SL1344_0506	ybbB	0.705503531	0.564249981	0	na	na	3	na	na	3	na	na	3
SL1344_0507	ybbS	0.36729072	0.940382286	0	na	na	3	na	na	3	na	na	3
SL1344_0510	gcl	0.825845509	-0.354984873	0	0.000000091	-15	2	0.000460826	-3.712076558	2	5.21E-32	-15	2
SL1344_0511	gip	0.590074443	0.711290863	0	1.05E-09	-15	2	0.00000547	-5.399995396	2	8.84E-33	-15	2
SL1344_0512	garRa	0.0133681	1.763157574	1	5.62E-09	-15	2	0.000000378	-6.025444125	2	3.05E-31	-15	2
SL1344_0513	SL1344_0513	0.470972057	0.813665311	0	0.00000232	-15	2	0.000271664	-4.019140657	2	4.27E-30	-8.217185108	2
SL1344_0515	allP	0.811266738	0.417520356	0	9.16E-09	-15	2	1.39E-09	-15	2	4.42E-33	-15	2
SL1344_0516	allB	0.064714076	-1.330908526	0	0.001996005	-1.418731531	2	0.885008871	0.584722029	0	1.61E-12	-4.207700243	2
SL1344_0517	ybbY	0.783489152	-0.439054712	0	2.64E-08	-15	2	0.0000478	-4.554121882	2	1.48E-59	-7.64751156	2
SL1344_0518	glxK	0.819418262	0.410693003	0	na	na	3	0.84085579	-0.54794754	0	0.060154721	-1.376874425	0
SL1344_0520	allC	0.598526503	0.679052401	0	na	na	3	0.672461759	-0.894911001	0	1.10E-19	-5.153475051	2
SL1344_0521	allD	0.380199498	-0.837489424	0	na	na	3	na	na	3	na	na	3
SL1344_0522	fdrA	0.68980433	0.592361436	0	0.235574179	1.579798258	0	0.869918563	0.644935441	0	0.004815355	2.047663351	1
SL1344_0523	ylbE	0.476040677	-1.051704387	0	0.474791722	-0.879083636	0	0.788779372	-0.697030937	0	0.050496375	1.037457097	0
SL1344_0524	ylbF	0.721149177	-0.507648215	0	na	na	3	na	na	3	na	na	3
SL1344_0525	arcC	0.755203175	-0.45457891	0	0.885727534	0.624717977	0	0.984125977	-0.059130309	0	na	na	3
SL1344_0526	purK	na	na	3	0.616237603	-0.321698707	0	0.007931155	-2.915669112	2	0.945535768	0.046668593	0
SL1344_0531	SL1344_0531	0.312357117	-0.897549945	0	na	na	3	na	na	3	na	na	3
SL1344_0536	fimA	na	na	3	0.00000988	-15	2	0.000000219	-6.5512012	2	2.00E-69	-15	2
SL1344_0537	fimI	na	na	3	1.39E-10	-15	2	9.07E-11	-15	2	1.12E-33	-15	2
SL1344_0538	fimC	0.787582654	0.447873444	0	na	na	3	na	na	3	na	na	3
SL1344_0539	fimD	0.025426576	-1.502187964	2	0.000112192	-3.985910345	2	0.935843444	-0.269609451	0	5.92E-11	-3.395257183	2
SL1344_0540	fimH	0.815258569	1.003406273	0	0.00000138	-15	2	0.526211945	-1.126807326	0	5.56E-10	-3.202380947	2
SL1344_0541	fimF	0.165783141	1.257076072	0	na	na	3	na	na	3	na	na	3
SL1344_0542	fimZ	0.043603512	1.549337912	1	na	na	3	na	na	3	na	na	3
SL1344_0543	fimY	0.500782767	0.792411452	0	9.39E-11	-15	2	3.21E-10	-8.255106603	2	2.35E-34	-15	2
SL1344_0545	fimW	0.902799243	0.284845559	0	1.24E-09	-15	2	9.63E-11	-9.708039448	2	1.70E-57	-15	2
SL1344_0546	SL1344_0546	0.452594886	-0.750796316	0	0.00000047	-15	2	0.000027	-4.526139278	2	3.36E-34	-15	2
SL1344_0547	SL1344_0547	0.962661215	0.154320215	0	0.313088666	1.12168136	0	0.732422558	0.998566957	0	0.263965198	-0.631918016	0
SL1344_0548	gtrBa	0.425639468	1.76202091	0	0.00000545	-2.368111568	2	0.650819433	1.146036738	0	0.00000574	-2.316569091	2
SL1344_0549	gtrAa	0.18075976	-1.069816959	0	0.093117724	-1.699226756	0	0.87670472	0.618939774	0	0.396337124	-0.636016584	0
SL1344_0550	SL1344_0550	0.288218426	1.029253587	0	na	na	3	na	na	3	na	na	3
SL1344_0551	ykgD	0.877202631	-0.288248086	0	na	na	3	na	na	3	na	na	3
SL1344_0552	ykgC	0.647281911	0.643114378	0	na	na	3	na	na	3	na	na	3
SL1344_0553	SL1344_0553	na	na	3	1.62E-19	-15	2	2.78E-09	-15	2	na	na	3
SL1344_0554	ykgB	0.656010677	0.638740282	0	0.855746331	-0.256389563	0	1	0.1191504	0	0.240848603	-0.65551763	0
SL1344_0555	SL1344_0555	0.132571627	-1.167959673	0	na	na	3	na	na	3	na	na	3
SL1344_0556	pheP	0.339540201	-0.874436646	0	na	na	3	na	na	3	na	na	3
SL1344_0557	ybdG	0.785468217	0.472466791	0	0.00000174	-4.568137878	2	0.012339026	-2.742943194	2	0.033328022	-1.381492869	2
SL1344_0558	apeE	0.285107396	1.458767851	0	2.95E-13	-5.087649756	2	0.001116659	-3.840225869	2	0.007946089	-1.378125111	2
SL1344_0559	SL1344_0559	0.085728238	-1.303114051	0	0.299216565	-1.175135902	0	0.669893288	1.12402973	0	na	na	3
SL1344_0560	SL1344_0560	0.663062154	0.612801357	0	na	na	3	0.008200852	-2.796126141	2	2.22E-34	-15	2
SL1344_0561	SL1344_0561	0.662303953	0.629827864	0	0.163812087	2.111319603	0	0.932846393	0.43143726	0	na	na	3
SL1344_0562	manZ	0.688236299	0.585298662	0	na	na	3	na	na	3	na	na	3
SL1344_0565	SL1344_0565	0.444385675	0.879799533	0	0.745879584	0.445286088	0	0.300474165	1.812991597	0	0.861399162	-0.147604809	0
SL1344_0566	nfnB	0.951901514	0.298536847	0	na	na	3	na	na	3	na	na	3
SL1344_0567	ybdF	0.881729698	0.314106425	0	na	na	3	na	na	3	na	na	3
SL1344_0568	ramR	0.007317879	-2.259395485	2	na	na	3	na	na	3	na	na	3
SL1344_0569	ramA	0.971824034	-0.080800772	0	na	na	3	na	na	3	na	na	3
SL1344_0570	ybdJ	0.939210778	0.203752008	0	na	na	3	na	na	3	na	na	3
SL1344_0571	ybdK	0.684472529	0.604130827	0	0.817812793	-0.807484473	0	0.748011149	0.969119767	0	0.001663461	1.617302907	1
SL1344_0572	entD	0.903743021	-0.240834035	0	na	na	3	na	na	3	na	na	3
SL1344_0573	fepA	0.74560018	-0.460956424	0	na	na	3	na	na	3	na	na	3
SL1344_0574	fes	0.742840098	-0.497314657	0	0.622894813	0.613127341	0	0.953456235	0.347303296	0	0.010215865	1.877208302	1
SL1344_0576	entF	0.891691653	-0.261706432	0	0.369974198	1.909815783	0	0.769526626	0.917075748	0	0.003335592	-1.652931194	2
SL1344_0577	fepE	0.216190628	-1.096277076	0	0.0000135	-6.591221491	2	0.0000124	-5.213765808	2	1.91E-17	-4.811558172	2
SL1344_0578	fepC	na	na	3	4.78E-19	-5.601609225	2	0.0002115	-4.150438991	2	1.44E-30	-15	2
SL1344_0579	fepG	0.000148914	-2.366491763	2	2.36E-20	-5.241894898	2	0.000266137	-4.031133764	2	4.58E-28	-15	2
SL1344_0580	fepD	na	na	3	0.000115197	-15	2	5.96E-10	-9.152814941	2	2.14E-31	-15	2
SL1344_0581	ybdA	0.855329796	0.964626316	0	0.741560697	0.631741504	0	0.813910601	-0.634869614	0	0.271576504	-0.79409147	0
SL1344_0583	entC	0.723858249	-0.487853141	0	0.166971679	1.51453299	0	0.939416352	-0.37869785	0	0.424576259	0.462353313	0
SL1344_0584	entE	0.223190456	-1.257110456	0	na	na	3	na	na	3	na	na	3
SL1344_0585	entB	0.636739143	-0.639917816	0	na	na	3	na	na	3	na	na	3
